species.,species,image_file_name,image_type,color,primary.color,secondary.color,tertiary.color,quaternary.color,pattern,primary.patternattern,secondary.pattern,nape,scale_type,Venomous,Max_Size,Bahrain,Iran,Iraq,Israel,Jordan,Kuwait,Lebanon,Oman,Qatar,Saudi.Arabia,Syria,UAE,Yemen,User
109,Natrix natrix vulgaris,Natrix_natrix_vulgaris9.jpg,,brown lightbrown black ,brown,lightbrown,black,,striped spotted ,striped,spotted,,smooth,,2000,,x,x,,,,,x,,,x,,,gillian
110,Natrix tessellata,Natrix_tessellata.jpg,,darkgray black ,darkgray,black,,,banded ,banded,,,smooth,,1000,,x,x,x,x,,x,x,,,x,,x,gillian
110,Natrix tessellata,Natrix_tessellata1.jpg,,lightbrown brown ,lightbrown,brown,,,banded ,banded,,,smooth,,1000,,x,x,x,x,,x,x,,,x,,x,gillian
110,Natrix tessellata,Natrix_tessellata12.jpg,,lightbrown brown ,lightbrown,brown,,,blotched ,blotched,,,smooth,,1000,,x,x,x,x,,x,x,,,x,,x,gillian
110,Natrix tessellata,Natrix_tessellata13.jpg,,green black ,green,black,,,banded ,banded,,,keeled,,1000,,x,x,x,x,,x,x,,,x,,x,gillian
110,Natrix tessellata,Natrix_tessellata14.jpg,,green ,green,,,,spotted ,spotted,,,smooth,,1000,,x,x,x,x,,x,x,,,x,,x,gillian
110,Natrix tessellata,Natrix_tessellata15.jpg,,darkbrown yellow ,darkbrown,yellow,,,banded ,banded,,,smooth,,1000,,x,x,x,x,,x,x,,,x,,x,gillian
110,Natrix tessellata,Natrix_tessellata2.jpg,,darkbrown brown ,darkbrown,brown,,,banded ,banded,,,keeled,,1000,,x,x,x,x,,x,x,,,x,,x,gillian
110,Natrix tessellata,Natrix_tessellata6.jpg,,darkbrown lightbrown ,darkbrown,lightbrown,,,spotted ,spotted,,,keeled,,1000,,x,x,x,x,,x,x,,,x,,x,gillian
110,Natrix tessellata,Natrix_tessellata7.jpg,,green darkbrown orange ,green,darkbrown,orange,,blotched ,blotched,,,keeled,,1000,,x,x,x,x,,x,x,,,x,,x,gillian
110,Natrix tessellata,Natrix_tessellata8.jpg,,lightbrown black orange ,lightbrown,black,orange,,spotted ,spotted,,,smooth,,1000,,x,x,x,x,,x,x,,,x,,x,gillian
111,Oligodon taeniolatus,Oligodon_taeniolatus10.jpg,,lightbrown brown ,lightbrown,brown,,,diamond ,diamond,,yes,keeled,,590,,x,,,,,,,,,,,,gillian
111,Oligodon taeniolatus,Oligodon_taeniolatus11.jpg,,darkgray brown black ,darkgray,brown,black,,blotched striped ,blotched,striped,yes,smooth,,590,,x,,,,,,,,,,,,gillian
111,Oligodon taeniolatus,Oligodon_taeniolatus2.jpg,,brown darkbrown white ,brown,darkbrown,white,,blotched striped ,blotched,striped,yes,keeled,,590,,x,,,,,,,,,,,,gillian
111,Oligodon taeniolatus,Oligodon_taeniolatus3.jpg,,lightbrown darkbrown ,lightbrown,darkbrown,,,blotched ,blotched,,,keeled,,590,,x,,,,,,,,,,,,gillian
111,Oligodon taeniolatus,Oligodon_taeniolatus5.jpg,,darkgray darkbrown ,darkgray,darkbrown,,,blotched ,blotched,,,smooth,,590,,x,,,,,,,,,,,,gillian
111,Oligodon taeniolatus,Oligodon_taeniolatus6.jpg,,lightbrown brown ,lightbrown,brown,,,diamond ,diamond,,,smooth,,590,,x,,,,,,,,,,,,gillian
111,Oligodon taeniolatus,Oligodon_taeniolatus7.jpg,,lightbrown darkbrown ,lightbrown,darkbrown,,,diamond ,diamond,,,keeled,,590,,x,,,,,,,,,,,,gillian
111,Oligodon taeniolatus,Oligodon_taeniolatus8.jpg,,darkbrown lightgray ,darkbrown,lightgray,,,spotted striped ,spotted,striped,yes,smooth,,590,,x,,,,,,,,,,,,gillian
111,Oligodon taeniolatus,Oligodon_taeniolatus9.jpg,,lightbrown brown ,lightbrown,brown,,,blotched striped ,blotched,striped,,smooth,,590,,x,,,,,,,,,,,,gillian
112,Persiophis fahimii,Persiophis_fahimii.jpg,,darkbrown darkbrown white ,darkbrown,darkbrown,white,,banded ,banded,,,smooth,,495,,x,,,,,,,,,,,,gillian
114,Platyceps collaris,Platyceps_collaris2.jpg,,brown ,brown,,,,,,,yes,smooth,,1000,,,,x,x,,x,,,,x,,,gillian
114,Platyceps collaris,Platyceps_collaris3.jpg,,brown darkgray black ,brown,darkgray,black,,anterior-posterior blotched uniform ,anterior-posterior,blotched,yes,smooth,,1000,,,,x,x,,x,,,,x,,,gillian
114,Platyceps collaris,Platyceps_collaris_1.jpg,,darkgray lightbrown black ,darkgray,lightbrown,black,,anterior-posterior blotched uniform ,anterior-posterior,blotched,yes,smooth,,1000,,,,x,x,,x,,,,x,,,gillian
114,Platyceps collaris,Platyceps_rubriceps.jpg,,lightgray lightbrown ,lightgray,lightbrown,,,spotted ,spotted,,yes,smooth,,NA,,,,,,,,,,,,,,gillian
115,Platyceps elegantissimus,Platyceps_elegantissimus.jpg,,black yellow ,black,yellow,,,banded ,banded,,,keeled,,700,,,,x,x,,,,,x,,,,gillian
115,Platyceps elegantissimus,Platyceps_elegantissimus2.jpg,,black yellow orange ,black,yellow,orange,,banded striped ,banded,striped,yes,smooth,,700,,,,x,x,,,,,x,,,,gillian
115,Platyceps elegantissimus,Platyceps_elegantissimus3.jpg,,lightbrown black orange ,lightbrown,black,orange,,striped banded ,striped,banded,yes,smooth,,700,,,,x,x,,,,,x,,,,gillian
115,Platyceps elegantissimus,Platyceps_elegantissimus4.jpg,,lightbrown black orange ,lightbrown,black,orange,,striped banded ,striped,banded,yes,smooth,,700,,,,x,x,,,,,x,,,,gillian
117,Platyceps karelini,Platyceps_karelinii.jpg,,lightgray darkgray ,lightgray,darkgray,,,banded ,banded,,,smooth,,1000,,x,,,,,,,,,,,,gillian
118,Platyceps ladacensis,Platyceps_ladacensis.jpg,,lightbrown darkgray ,lightbrown,darkgray,,,banded ,banded,,,smooth,,1072,,x,x,,,,,,,,,,,gillian
118,Platyceps ladacensis,Schätti 2014 Platyceps ladacensisB.jpg,,lightgray darkgray ,lightgray,darkgray,,,banded ,banded,,,,,1072,,x,x,,,,,,,,,,,gillian
118,Platyceps ladacensis,Schätti 2014 Platyceps ladacensisC.jpg,,lightgray darkgray ,lightgray,darkgray,,,banded ,banded,,,smooth,,1072,,x,x,,,,,,,,,,,gillian
119,Platyceps najadum,Coluber_najadum.jpg,,darkbrown brown black ,darkbrown,brown,black,,anterior-posterior blotched ,anterior-posterior,blotched,,smooth,,NA,,,,,,,,,,,,,,gillian
119,Platyceps najadum dahlii,Platyceps_najadum_dahlii.jpg,,lightbrown green blue ,lightbrown,green,blue,,anterior-posterior blotched uniform ,anterior-posterior,blotched,,smooth,,1530,,,x,,,,x,,,,x,,,gillian
120,Platyceps plinii,Platyceps_plinii.jpg,,brown white ,brown,white,,,banded ,banded,,,smooth,,NA,,,,,,,,,,,,,,gillian
121,Platyceps rhodorachis,Schätti 2014 Platyceps (dragged)C.jpg,,darkgray ,darkgray,,,,blotched ,blotched,,,smooth,,NA,,,,,,,,,,,,,,gillian
121,Platyceps rhodorachis,Platyceps_rhodorachis2.jpg,,lightbrown brown ,lightbrown,brown,,,spotted anterior-posterior uniform ,spotted,anterior-posterior,,smooth,,1167,,x,x,,x,,,x,,x,x,x,x,gillian
121,Platyceps rhodorachis,Platyceps_rhodorachis_rhodorachis.jpg,,darkbrown beige ,darkbrown,beige,,,spotted ,spotted,,,smooth,,1167,,x,x,,x,,,x,,x,x,x,x,gillian
121,Platyceps rhodorhachis,Schätti 2014 Platyceps rhodorhachisA.jpg,,lightgray darkgray ,lightgray,darkgray,,,banded ,banded,,,keeled,,1167,,x,x,,x,,,x,,x,x,x,x,gillian
121,Platyceps rhodorhachis,Schätti 2014 Platyceps rhodorhachisB.jpg,,lightgray darkgray ,lightgray,darkgray,,,spotted ,spotted,,,keeled,,1167,,x,x,,x,,,x,,x,x,x,x,gillian
121,Platyceps rhodorhachis,Schätti 2014 Platyceps rhodorhachisC.jpg,,darkgray lightgray ,darkgray,lightgray,,,spotted ,spotted,,,smooth,,1167,,x,x,,x,,,x,,x,x,x,x,gillian
121,Platyceps rhodorhachis,Schätti 2014 Platyceps rhodorhachisD.jpg,,lightgray orange ,lightgray,orange,,,striped ,striped,,,smooth,,1167,,x,x,,x,,,x,,x,x,x,x,gillian
122,Platyceps rogersi,Coluber_rogersi.jpg,,lightgray white beige ,lightgray,white,beige,,blotched anterior-posterior ,blotched,anterior-posterior,,smooth,,NA,,,,,,,,,,,,,,gillian
122,Platyceps rogersi,Platyceps_rogersi.jpg,,lightbrown beige ,lightbrown,beige,,,diamond ,diamond,,,smooth,,1080,,,x,x,x,,x,,,x,x,,,gillian
123,Platyceps saharicus,Platyceps_saharicus.jpg,,darkgray beige ,darkgray,beige,,,anterior-posterior banded uniform ,anterior-posterior,banded,,smooth,,1410,,,,x,x,,,,,x,,,,gillian
123,Platyceps saharicus,Platyceps_saharicus2.jpg,,lightgray lightbrown beige ,lightgray,lightbrown,beige,,banded anterior-posterior uniform ,banded,anterior-posterior,,smooth,,1410,,,,x,x,,,,,x,,,,gillian
123,Platyceps saharicus,Platyceps_saharicus3.jpg,,darkgray lightbrown beige ,darkgray,lightbrown,beige,,anterior-posterior banded uniform ,anterior-posterior,banded,,smooth,,1410,,,,x,x,,,,,x,,,,gillian
123,Platyceps saharicus,Platyceps_saharicus4.jpg,,darkgray lightgray ,darkgray,lightgray,,,blotched ,blotched,,,smooth,,1410,,,,x,x,,,,,x,,,,gillian
126,Platyceps variabilis,Sindaco 2013 Platyceps variabilisA.jpg,,lightbrown beige ,lightbrown,beige,,,banded ,banded,,,keeled,,400,,,,,,,,,,x,,,x,gillian
126,Platyceps variabilis,Sindaco 2013 Platyceps variabilisB.jpg,,darkgray white ,darkgray,white,,,spotted ,spotted,,,smooth,,400,,,,,,,,,,x,,,x,gillian
126,Platyceps variabilis,Sindaco 2013 Platyceps variabilisC.jpg,,darkbrown lightbrown ,darkbrown,lightbrown,,,banded ,banded,,,smooth,,400,,,,,,,,,,x,,,x,gillian
126,Platyceps variabilis,Sindaco 2013 Platyceps variabilisE.jpg,,black yellow ,black,yellow,,,banded ,banded,,,smooth,,400,,,,,,,,,,x,,,x,gillian
126,Platyceps variabilis,Sindaco 2013 Platyceps variabilisG.jpg,,lightgray black orange ,lightgray,black,orange,,striped banded ,striped,banded,,smooth,,400,,,,,,,,,,x,,,x,gillian
126,Platyceps variabilis,Sindaco 2013 Platyceps variabilisH.jpg,,black darkgray yellow ,black,darkgray,yellow,,uniform ,uniform,,,smooth,,400,,,,,,,,,,x,,,x,gillian
127,Platyceps ventromaculatus,Coluber_ventromaculatus.jpg,,lightgray white lightbrown ,lightgray,white,lightbrown,,blotched anterior-posterior ,blotched,anterior-posterior,,smooth,,NA,,,,,,,,,,,,,,gillian
127,Platyceps ventromaculatus,Platyceps_ventromaculatus0.jpg,,lightbrown brown ,lightbrown,brown,,,diamond banded uniform anterior-posterior ,diamond,banded,,smooth,,1260,x,,x,,x,x,,,x,x,,x,,gillian
127,Platyceps ventromaculatus,Platyceps_ventromaculatus2.jpg,,brown lightbrown ,brown,lightbrown,,,spotted anterior-posterior uniform ,spotted,anterior-posterior,,smooth,,1260,x,,x,,x,x,,,x,x,,x,,gillian
128,Psammophis aegyptius,Psammophis_aegyptius.jpg,,darkgray ,darkgray,,,,uniform ,uniform,,,smooth,,1500,,,,x,,,,,,,,,,gillian
128,Psammophis aegyptius,Psammophis_aegyptius2.jpg,,darkgray ,darkgray,,,,uniform ,uniform,,,smooth,,1500,,,,x,,,,,,,,,,gillian
130,Psammophis schokari,Psammophis_schokari.jpg,,lightbrown darkbrown ,lightbrown,darkbrown,,,striped ,striped,,,smooth,,1500,,x,x,,x,x,,x,x,x,x,x,x,gillian
130,Psammophis schokari,Psammophis_schokari5.jpg,body ,beige ,beige,,,,striped ,striped,,,smooth,,1500,,x,x,,x,x,,x,x,x,x,x,x,gillian
130,Psammophis schokari,Psammophis_schokari6.jpg,,darkbrown beige ,darkbrown,beige,,,striped ,striped,,,smooth,,1500,,x,x,,x,x,,x,x,x,x,x,x,gillian
130,Psammophis schokari,Psammophis_schokari7.jpg,,lightbrown ,lightbrown,,,,uniform ,uniform,,,smooth,,1500,,x,x,,x,x,,x,x,x,x,x,x,gillian
131,Pseudocerastes fieldi,Pseudocerastes_fieldi.jpg,,lightbrown brown ,lightbrown,brown,,,blotched ,blotched,,,keeled,x,890,,x,x,,x,,,,,x,x,,,gillian
132,Pseudocerastes persicus,Pseudocerastes_persicus.jpg,,lightbrown brown ,lightbrown,brown,,,blotched ,blotched,,,keeled,x,1080,,x,x,,x,x,,x,,x,x,x,,gillian
132,Pseudocerastes persicus,Pseudocerastes_persicus1.jpg,,lightbrown brown ,lightbrown,brown,,,blotched ,blotched,,,keeled,x,1080,,x,x,,x,x,,x,,x,x,x,,gillian
132,Pseudocerastes persicus,Pseudocyclophis_persicus.jpg,,black beige ,black,beige,,,banded ,banded,,,smooth,x,1080,,x,x,,x,x,,x,,x,x,x,,gillian
132,Pseudocerastes persicus,Pseudocyclophis_persicus2.jpg,,black beige ,black,beige,,,banded ,banded,,,smooth,x,1080,,x,x,,x,x,,x,,x,x,x,,gillian
133,Pseudocerastes urarachnoides,Pseudocerastes_urarachnoides.jpg,,lightbrown brown ,lightbrown,brown,,,blotched ,blotched,,,keeled,x,530,,x,x,,,,,,,,,,,gillian
134,Ptyas mucosa,Ptyas_mucosa.jpg,,brown ,brown,,,,uniform ,uniform,,,smooth,,3700,,x,,,,,,,,,,,,gillian
134,Ptyas mucosa,Ptyas_mucosa4.jpg,,black darkgray ,black,darkgray,,,banded ,banded,,,smooth,,3700,,x,,,,,,,,,,,,gillian
134,Ptyas mucosa,Ptyas_mucosus3.jpg,,green lightbrown black ,green,lightbrown,black,,anterior-posterior uniform banded ,anterior-posterior,uniform,,smooth,,3700,,x,,,,,,,,,,,,gillian
134,Ptyas mucosa,Ptyas_mucosus4.jpg,,darkbrown yellow ,darkbrown,yellow,,,banded ,banded,,,smooth,,3700,,x,,,,,,,,,,,,gillian
135,Rhynchocalamus arabicus,Rhynchocalamus_arabicus.jpg,,black ,black,,,,uniform ,uniform,,,smooth,,278,,,,,,,,x,,,,,x,gillian
135,Rhynchocalamus arabicus,Rhynchocalamus_arabicus2.jpg,,black ,black,,,,uniform ,uniform,,,smooth,,278,,,,,,,,x,,,,,x,gillian
136,Rhynchocalamus dayanae,Rhynchocalamus_dayanae.jpg,,black yellow ,black,yellow,,,uniform ,uniform,,,smooth,,526,,,,x,,,,,,,,,,gillian
138,Rhynchocalamus melanocephalus,Rhynchocalamus_melanocephalus.jpg,,black beige ,black,beige,,,uniform ,uniform,,,smooth,,550,,x,x,x,x,,x,,,,x,,,gillian
138,Rhynchocalamus melanocephalus,Rhynchocalamus_melanocephalus2.jpg,,black beige ,black,beige,,,uniform ,uniform,,,smooth,,550,,x,x,x,x,,x,,,,x,,,gillian
138,Rhynchocalamus melanocephalus,Rhynchocalamus_melanocephalus4.jpg,,black lightbrown ,black,lightbrown,,,uniform ,uniform,,,smooth,,550,,x,x,x,x,,x,,,,x,,,gillian
138,Rhynchocalamus melanocephalus,Rhynchocalamus_melanocephalus5.jpg,,black beige ,black,beige,,,uniform ,uniform,,,smooth,,550,,x,x,x,x,,x,,,,x,,,gillian
139,Rhynchocalamus satunini,Rhynchocalamus_satunini.jpg,,orange ,orange,,,,uniform ,uniform,,yes,smooth,,410,,x,x,,,,,,,,,,,gillian
140,Spalerosophis diadema,Spalerosophis_d_atriceps.jpg,,beige black red ,beige,black,red,,spotted ,spotted,,yes,keeled,,NA,,,,,,,,,,,,,,gillian
140,Spalerosophis diadema,Spalerosophis_diadema1.jpg,,beige red black ,beige,red,black,,spotted ,spotted,,,smooth,,2000,,x,x,x,x,x,x,x,x,x,x,x,x,gillian
140,Spalerosophis diadema,Spalerosophis_diadema2.jpg,,orange red black ,orange,red,black,,spotted ,spotted,,,smooth,,2000,,x,x,x,x,x,x,x,x,x,x,x,x,gillian
140,Spalerosophis diadema,Spalerosophis_diadema3.jpg,,lightbrown brown ,lightbrown,brown,,,diamond ,diamond,,,smooth,,2000,,x,x,x,x,x,x,x,x,x,x,x,x,gillian
140,Spalerosophis diadema,Spalerosophis_diadema4.jpg,,beige red black ,beige,red,black,,spotted ,spotted,,,smooth,,2000,,x,x,x,x,x,x,x,x,x,x,x,x,gillian
140,Spalerosophis diadema,Spalerosophis_diadema5.jpg,,beige lightbrown ,beige,lightbrown,,,diamond spotted ,diamond,spotted,,smooth,,2000,,x,x,x,x,x,x,x,x,x,x,x,x,gillian
140,Spalerosophis diadema,Spalerosophis_diadema6.jpg,,brown darkbrown ,brown,darkbrown,,,diamond ,diamond,,,keeled,,2000,,x,x,x,x,x,x,x,x,x,x,x,x,gillian
140,Spalerosophis diadema,Spalerosophis_diadema7.jpg,,beige brown ,beige,brown,,,diamond ,diamond,,,keeled,,2000,,x,x,x,x,x,x,x,x,x,x,x,x,gillian
140,Spalerosophis diadema,Spalerosophis_diadema_schirasianus.jpg,,lightbrown beige ,lightbrown,beige,,,diamond ,diamond,,,keeled,,2000,,x,x,x,x,x,x,x,x,x,x,x,x,gillian
141,Spalerosophis microlepis,Sindaco 2013 Spalerosophis microlepisB.jpg,,beige black ,beige,black,,,banded ,banded,,,smooth,,1430,,x,,,,,,,,,,,,gillian
141,Spalerosophis microlepis,Sindaco 2013 Spalerosophis microlepisD.jpg,,orange green lightbrown ,orange,green,lightbrown,,diamond ,diamond,,,smooth,,1430,,x,,,,,,,,,,,,gillian
141,Spalerosophis microlepis,Sindaco 2013 Spalerosophis microlepisE.jpg,,brown lightbrown ,brown,lightbrown,,,diamond ,diamond,,,smooth,,1430,,x,,,,,,,,,,,,gillian
141,Spalerosophis microlepis,Sindaco 2013 Spalerosophis microlepisF.jpg,,lightbrown brown ,lightbrown,brown,,,banded ,banded,,,smooth,,1430,,x,,,,,,,,,,,,gillian
141,Spalerosophis microlepis,Sindaco 2013 Spalerosophis microlepisH.jpg,,black ,black,,,,uniform ,uniform,,,smooth,,1430,,x,,,,,,,,,,,,gillian
142,Telescopus dhara,Telescopus_dhara.jpg,,orange beige ,orange,beige,,,banded ,banded,,,smooth,w,1900,,,,x,x,,,x,,x,,x,x,gillian
143,Telescopus fallax,Telescopus_fallax.jpg,,darkgray lightgray white ,darkgray,lightgray,white,,banded ,banded,,,smooth,w,1200,,x,x,x,x,,x,,,,x,,,gillian
143,Telescopus fallax,Telescopus_fallax2.jpg,,darkgray black ,darkgray,black,,,banded ,banded,,,smooth,w,1200,,x,x,x,x,,x,,,,x,,,gillian
143,Telescopus fallax,Telescopus_fallax_fallax.jpg,,darkgray black ,darkgray,black,,,diamond banded ,diamond,banded,,smooth,w,1200,,x,x,x,x,,x,,,,x,,,gillian
143,Telescopus fallax,Telescopus_fallax_fallax_F.jpg,,lightgray darkgray black ,lightgray,darkgray,black,,banded ,banded,,,smooth,w,1200,,x,x,x,x,,x,,,,x,,,gillian
143,Telescopus fallax,Telescopus_fallax_fallax_J.jpg,,darkgray lightgray black ,darkgray,lightgray,black,,banded ,banded,,,smooth,w,1200,,x,x,x,x,,x,,,,x,,,gillian
143,Telescopus fallax,Telescopus_fallax_syriacus.jpg,,beige black ,beige,black,,,blotched ,blotched,,,smooth,w,1200,,x,x,x,x,,x,,,,x,,,gillian
143,Telescopus fallax,Telescopus_fallax_syriacus2.jpg,,lightbrown darkbrown ,lightbrown,darkbrown,,,blotched ,blotched,,yes,smooth,w,1200,,x,x,x,x,,x,,,,x,,,gillian
144,Telescopus hoogstraali,Telescopus_hoogstraali.jpg,,lightbrown darkbrown ,lightbrown,darkbrown,,,banded ,banded,,,smooth,w,1020,,,,x,x,,,,,,,,,gillian
144,Telescopus hoogstraali,Telescopus_hoogstraali2.jpg,,lightbrown darkbrown ,lightbrown,darkbrown,,,banded ,banded,,,smooth,w,1020,,,,x,x,,,,,,,,,gillian
144,Telescopus hoogstraali,Telescopus_hoogstraali4.jpg,,lightbrown black lightgray ,lightbrown,black,lightgray,,banded ,banded,,,smooth,w,1020,,,,x,x,,,,,,,,,gillian
144,Telescopus hoogstraali,Telescopus_hoogstraali5.jpg,,lightbrown black ,lightbrown,black,,,blotched banded ,blotched,banded,,smooth,w,1020,,,,x,x,,,,,,,,,gillian
144,Telescopus hoogstraali,Telescopus_hoogstraali6.jpg,,black lightgray lightbrown ,black,lightgray,lightbrown,,banded ,banded,,,smooth,w,1020,,,,x,x,,,,,,,,,gillian
144,Telescopus hoogstraali,Telescopus_hoogstralii.jpg,,black lightbrown darkbrown ,black,lightbrown,darkbrown,,banded ,banded,,,smooth,w,1020,,,,x,x,,,,,,,,,gillian
145,Telescopus nigriceps,Telescopus_nigriceps.jpg,,lightbrown black ,lightbrown,black,,,blotched ,blotched,,,smooth,w,600,,x,x,,x,,,,,,x,,,gillian
146,Telescopus obtusus,Telescopus_obtusus.jpg,,lightbrown ,lightbrown,,,,uniform ,uniform,,,smooth,w,1870,,,,,,,,,,,,,,gillian
147,Telescopus rhinopoma,Telescopus_rhinopoma.jpg,,lightgray lightbrown ,lightgray,lightbrown,,,blotched ,blotched,,,smooth,w,1000,,x,,,,,,,,,,,,gillian
147,Telescopus rhinopoma,Telescopus_rhinopoma2.jpg,,lightgray lightbrown ,lightgray,lightbrown,,,blotched ,blotched,,,smooth,w,1000,,x,,,,,,,,,,,,gillian
148,Telescopus tesselatus,Kamali 2020 Telescopus tesselatusA.jpg,,lightgray brown ,lightgray,brown,,,diamond ,diamond,,,keeled,w,1030,,x,x,,,,,,,,,,,gillian
148,Telescopus tesselatus,Kamali 2020 Telescopus tesselatusB.jpg,,lightgray darkbrown ,lightgray,darkbrown,,,blotched ,blotched,,,smooth,w,1030,,x,x,,,,,,,,,,,gillian
149,Vipera ammodytes,Vipera_ammodytes.jpg,,black darkgray ,black,darkgray,,,diamond ,diamond,,,smooth,x,1100,,,,,,,,x,,,,,,gillian
149,Vipera ammodytes,Vipera_ammodytes_ammodytes.jpg,,white darkbrown black ,white,darkbrown,black,,diamond ,diamond,,,keeled,x,1100,,,,,,,,x,,,,,,gillian
149,Vipera ammodytes,Vipera_ammodytes_ammodytes2.jpg,,black lightbrown ,black,lightbrown,,,diamond ,diamond,,,keeled,x,1100,,,,,,,,x,,,,,,gillian
149,Vipera ammodytes,Vipera_ammodytes_ammodytes4.jpg,,lightgray darkbrown black ,lightgray,darkbrown,black,,diamond ,diamond,,,keeled,x,1100,,,,,,,,x,,,,,,gillian
149,Vipera ammodytes,Vipera_ammodytes_ammodytes7.jpg,,lightgray brown ,lightgray,brown,,,diamond ,diamond,,,smooth,x,1100,,,,,,,,x,,,,,,gillian
149,Vipera ammodytes,Vipera_ammodytes_ammodytes8.jpg,,lightbrown black ,lightbrown,black,,,diamond ,diamond,,,keeled,x,1100,,,,,,,,x,,,,,,gillian
149,Vipera ammodytes gregorwallneri,Vipera_ammodytes_gregorwallneri_F.jpg,,white darkgray brown ,white,darkgray,brown,,diamond ,diamond,,,keeled,x,1100,,,,,,,,x,,,,,,gillian
149,Vipera ammodytes gregorwallneri,Vipera_ammodytes_gregorwallneri_female2.jpg,,lightbrown darkbrown ,lightbrown,darkbrown,,,diamond ,diamond,,,smooth,x,1100,,,,,,,,x,,,,,,gillian
149,Vipera ammodytes gregorwallneri,Vipera_ammodytes_gregorwallneri_M.jpg,,white black brown ,white,black,brown,,diamond ,diamond,,,keeled,x,1100,,,,,,,,x,,,,,,gillian
149,Vipera ammodytes gregorwallneri,Vipera_ammodytes_gregorwallneri_MF.jpg,,white black brown ,white,black,brown,,diamond ,diamond,,,keeled,x,1100,,,,,,,,x,,,,,,gillian
149,Vipera ammodytes meridionalis,Vipera_ammodytes_meridionalis.jpg,,lightbrown darkbrown black ,lightbrown,darkbrown,black,,diamond ,diamond,,,keeled,x,1100,,,,,,,,x,,,,,,gillian
149,Vipera ammodytes meridionalis,Vipera_ammodytes_meridionalis4.jpg,,lightbrown brown darkbrown ,lightbrown,brown,darkbrown,,diamond ,diamond,,,keeled,x,1100,,,,,,,,x,,,,,,gillian
149,Vipera ammodytes meridionalis,Vipera_ammodytes_meridionalis_F.jpg,,lightbrown brown darkbrown ,lightbrown,brown,darkbrown,,diamond ,diamond,,,keeled,x,1100,,,,,,,,x,,,,,,gillian
149,Vipera ammodytes meridionalis,Vipera_ammodytes_meridionalis_F1.jpg,,beige brown darkbrown ,beige,brown,darkbrown,,diamond ,diamond,,,keeled,x,1100,,,,,,,,x,,,,,,gillian
149,Vipera ammodytes meridionalis,Vipera_ammodytes_meridionalis_F2.jpg,,lightbrown brown darkbrown ,lightbrown,brown,darkbrown,,diamond ,diamond,,,keeled,x,1100,,,,,,,,x,,,,,,gillian
149,Vipera ammodytes meridionalis,Vipera_ammodytes_meridionalis_F3.jpg,,lightbrown brown darkbrown ,lightbrown,brown,darkbrown,,diamond ,diamond,,,keeled,x,1100,,,,,,,,x,,,,,,gillian
149,Vipera ammodytes meridionalis,Vipera_ammodytes_meridionalis_M.jpg,,lightbrown darkbrown ,lightbrown,darkbrown,,,diamond ,diamond,,,keeled,x,1100,,,,,,,,x,,,,,,gillian
149,Vipera ammodytes montadoni,Vipera_ammodytes_montadoni_F1.jpg,,beige brown darkbrown ,beige,brown,darkbrown,,diamond ,diamond,,,keeled,x,1100,,,,,,,,x,,,,,,gillian
149,Vipera ammodytes montadoni,Vipera_ammodytes_montadoni_F2.jpg,,beige brown darkbrown ,beige,brown,darkbrown,,diamond ,diamond,,,keeled,x,1100,,,,,,,,x,,,,,,gillian
149,Vipera ammodytes montadoni,Vipera_ammodytes_montadoni_M.jpg,,lightbrown darkbrown black ,lightbrown,darkbrown,black,,diamond ,diamond,,,keeled,x,1100,,,,,,,,x,,,,,,gillian
150,Vipera eriwanensis,Geniez 2018 Vipera eriwanensis.jpg,,darkgray lightgray ,darkgray,lightgray,,,diamond ,diamond,,,keeled,x,510,,x,,,,,,,,,,,,gillian
151,Vipera transcaucasiana,Vipera_transcaucasiana_f.jpg,,darkgray black ,darkgray,black,,,blotched ,blotched,,,keeled,x,700,,x,,,,,,,,,,,,gillian
151,Vipera transcaucasiana,Vipera_transcaucasiana_M.jpg,,lightgray black ,lightgray,black,,,diamond ,diamond,,,keeled,x,700,,x,,,,,,,,,,,,gillian
151,Vipera transcaucasiana,Vipera_transcaucasiana_M2.jpg,,darkgray black ,darkgray,black,,,diamond ,diamond,,,keeled,x,700,,x,,,,,,,,,,,,gillian
151,Vipera transcaucasiana,Vipera_transcaucasiana_mf.jpg,,darkgray lightgray black ,darkgray,lightgray,black,,diamond ,diamond,,,keeled,x,700,,x,,,,,,,,,,,,gillian
151,Vipera transcaucasiana,Vipera_transcaucasiana_pair.jpg,,darkgray lightgray ,darkgray,lightgray,,,diamond ,diamond,,,keeled,x,700,,x,,,,,,,,,,,,gillian
152,Vipera ursinii rakosiensis,Vipera_ursinii_rakosiensis.jpg,,darkgray darkbrown ,darkgray,darkbrown,,,diamond spotted ,diamond,spotted,,keeled,x,600,,,,,,,,x,,,,,,gillian
152,Vipera ursinii rakosiensis,Vipera_ursinii_rakosiensis2.jpg,,beige darkbrown black ,beige,darkbrown,black,,diamond ,diamond,,,keeled,x,600,,,,,,,,x,,,,,,gillian
152,Vipera ursinii tienshanica,Vipera_ursinii_tienshanica.jpg,,lightbrown darkbrown ,lightbrown,darkbrown,,,diamond spotted ,diamond,spotted,,keeled,x,600,,,,,,,,x,,,,,,gillian
153,Walterinnesia aegyptia,Walterinnesia aegyptia.jpg,,darkbrown ,darkbrown,,,,uniform ,uniform,,,smooth,x,1400,,,x,x,x,,x,,,x,,,,gillian
